tweet_id,company,polaridade
1093082871995289600,BRASKEM,-1
1128626460825198598,BRASKEM,-1
1128018630812127232,BRASKEM,-1
1126460228608962560,BRASKEM,0
1114202613967409153,BRASKEM,0
1128008658909048832,BRASKEM,-1
1126496574081765376,BRASKEM,-1
1125385696112467968,BRASKEM,-1
1118149604460068864,BRASKEM,-1
1113448616281235459,BRASKEM,-1
1106189176330960896,BRASKEM,-1
1105864156341854208,BRASKEM,1
1095000279353823232,BRASKEM,1
1093520622443999232,BRASKEM,0
1087698757762863105,BRASKEM,1
1090563761620938752,BRASKEM,1
1093082579748548608,BRASKEM,-1
992374567950798849,BRASKEM,1
987286134127517697,BRASKEM,0
984410524195704832,BRASKEM,0
915553319002787842,BRASKEM,0
913391425034825728,BRASKEM,0
912637308616232960,BRASKEM,0
