tweet_id,company,polaridade
1126808437306925056,BR MALLS,1
958784573218938880,BR MALLS,0
952877391147302918,BR MALLS,0
938740869892632577,BR MALLS,0
930042690665877505,BR MALLS,0
923882363293138944,BR MALLS,0
912663367772524546,BR MALLS,0
909764062514380800,BR MALLS,0
908699638747865088,BR MALLS,0
894959059295776768,BR MALLS,0
884397087751852032,BR MALLS,0
879716292286181376,BR MALLS,0
872204058697777152,BR MALLS,1
870701712545259521,BR MALLS,0
870339311048294400,BR MALLS,0
867092972978024448,BR MALLS,0
867002259103723520,BR MALLS,0
866670117387739137,BR MALLS,0
865590452015185920,BR MALLS,0
864133425124573184,BR MALLS,0
862291219006857218,BR MALLS,0
862064815510097920,BR MALLS,0
861657184249274368,BR MALLS,0
859513000675422209,BR MALLS,0
856946136455806976,BR MALLS,0
850075801865392128,BR MALLS,0
846821802215182336,BR MALLS,0
846806695712096257,BR MALLS,0
844624951013490688,BR MALLS,0
843830704467316736,BR MALLS,0
841725804132368384,BR MALLS,0
823546058038984705,BR MALLS,0
819959841619841029,BR MALLS,1
819642744050163712,BR MALLS,1
819514360804544512,BR MALLS,0
818819863837806592,BR MALLS,0
811209715871023105,BR MALLS,0
804377161595547648,BR MALLS,0
801758543200260096,BR MALLS,0
799583023368794112,BR MALLS,0
768810297553477632,BR MALLS,0
755024445606100993,BR MALLS,0
742386255737020417,BR MALLS,0
740596893152116736,BR MALLS,0
740581797000536067,BR MALLS,0
727867981238243329,BR MALLS,0
717041708567961604,BR MALLS,0
715267518299029504,BR MALLS,0
710511291551621120,BR MALLS,0
692361705280659456,BR MALLS,0
689054717238968321,BR MALLS,0
686639196942020609,BR MALLS,0
675299123168468992,BR MALLS,0
1086275313666084864,BR MALLS,1
