tweet_id,company,polaridade
1125398405797249025,CEMIG,-1
1083355277565530112,CEMIG,1
1125396787966160897,CEMIG,-1
1116348550886064128,CEMIG,-1
1115267924783136768,CEMIG,1
1109089537630851072,CEMIG,1
1083342591385587712,CEMIG,1
1116377117246283784,CEMIG,-1
1100469078760804353,CEMIG,0
935825470800715776,CEMIG,1
926042819843756032,CEMIG,-1
918168707876126728,CEMIG,0
894874544380420096,CEMIG,0
889099516971974657,CEMIG,1
875062494372515844,CEMIG,1
873879367457308672,CEMIG,1
864862365803835394,CEMIG,-1
857731944628592640,CEMIG,0
