tweet_id,company,polaridade
1129034972176764929,ULTRAPAR,-1
1129023651104382976,ULTRAPAR,-1
1128809118020657153,ULTRAPAR,-1
1128785864933412869,ULTRAPAR,1
959041237566271488,ULTRAPAR,0
941714637665591296,ULTRAPAR,0
929031132728918016,ULTRAPAR,0
911319647290630147,ULTRAPAR,0
904736104208891905,ULTRAPAR,0
896114128367964160,ULTRAPAR,0
896069068964249600,ULTRAPAR,0
890338543976972288,ULTRAPAR,0
878236600467169280,ULTRAPAR,0
874343092522012674,ULTRAPAR,1
863121768638279680,ULTRAPAR,0
856583758048370690,ULTRAPAR,0
843937790693986305,ULTRAPAR,0
835217890097922048,ULTRAPAR,0
835195164268376066,ULTRAPAR,0
823893286930829313,ULTRAPAR,0
809790412965761025,ULTRAPAR,0
800777112286298113,ULTRAPAR,0
797137087673827328,ULTRAPAR,0
796434863297560576,ULTRAPAR,1
783019192379375616,ULTRAPAR,0
779402642204295170,ULTRAPAR,0
765277123095457792,ULTRAPAR,1
764189982638665728,ULTRAPAR,0
763813565769850880,ULTRAPAR,0
750011514539638785,ULTRAPAR,0
743790430207217664,ULTRAPAR,0
742824181113425920,ULTRAPAR,1
742801460056969217,ULTRAPAR,0
731197563983003650,ULTRAPAR,0
709484504168185856,ULTRAPAR,0
700764544054992901,ULTRAPAR,0
700681435573829632,ULTRAPAR,0
1129017251536035840,ULTRAPAR,-1
1101171921994035200,ULTRAPAR,1
1098535100910841858,ULTRAPAR,1
1107611236550758400,ULTRAPAR,-1
