tweet_id,company,polaridade
1128037863377866752,SABESP,-1
1125450723532189697,SABESP,-1
1125232150519918594,SABESP,0
1113088946110676999,SABESP,-1
847123788089188353,SABESP,1
714890096600817665,SABESP,0
689175870251077636,SABESP,1
679700667380928516,SABESP,0
672830521152561152,SABESP,0
933042804128976898,SABESP,0
1128004143635947520,SABESP,-1
1126852180424761344,SABESP,1
1125446488434388992,SABESP,-1
1125399202857672705,SABESP,0
1120755660864540672,SABESP,0
1118143537856561152,SABESP,1
1116334420083003392,SABESP,1
1115649181568438272,SABESP,-1
1113073169294876672,SABESP,-1
1111642283835908097,SABESP,1
1101487241682214912,SABESP,-1
1100478749148102659,SABESP,0
1095367238536835073,SABESP,1
1088064470201581568,SABESP,1
1084799538488111104,SABESP,1
1080818464443518976,SABESP,1
1122884206898577408,SABESP,0
1093543695729770496,SABESP,-1
1121135080523620355,SABESP,1
1113538118253273093,SABESP,1
