tweet_id,company,polaridade
1121366959512346627,BRADESCO,0
1117396430870712320,BRADESCO,1
1114855983799578624,BRADESCO,0
1074253961622900736,BRADESCO,1
1070276793305849860,BRADESCO,1
1126213616745762818,BRADESCO,-1
1125774217784336384,BRADESCO,0
1125505934694977536,BRADESCO,-1
1125364928322441217,BRADESCO,1
1124408271136264192,BRADESCO,0
1124313016298889216,BRADESCO,0
1121386850784931845,BRADESCO,1
966355646789677063,BRADESCO,0
961980573240692737,BRADESCO,0
960856426217377792,BRADESCO,0
960521013908901888,BRADESCO,0
959139510616543232,BRADESCO,0
944236330170683392,BRADESCO,0
939185458692657152,BRADESCO,0
931552791159599106,BRADESCO,0
924976827759816704,BRADESCO,0
922447886939492352,BRADESCO,0
902154205904990208,BRADESCO,0
899662655690080259,BRADESCO,0
894996978307911680,BRADESCO,0
891025773376700421,BRADESCO,1
890693523649024001,BRADESCO,0
888396208582033409,BRADESCO,0
888020956702277632,BRADESCO,0
871713317211000832,BRADESCO,0
862019535091707904,BRADESCO,0
857716134757498881,BRADESCO,1
850408003727753216,BRADESCO,0
849698352543539201,BRADESCO,0
837346946146840579,BRADESCO,0
837029781522812928,BRADESCO,0
831933711297945600,BRADESCO,0
831911185167634433,BRADESCO,0
831601510723235842,BRADESCO,0
829331501707825152,BRADESCO,0
828936443636641792,BRADESCO,0
827245461975220225,BRADESCO,0
823500637405069313,BRADESCO,0
808786232046194690,BRADESCO,1
807314183566065667,BRADESCO,0
807223462800527360,BRADESCO,0
806892391005376512,BRADESCO,0
796744472105287681,BRADESCO,0
786975171332767744,BRADESCO,0
786658179513982976,BRADESCO,0
778700631150211072,BRADESCO,0
773174188337143809,BRADESCO,0
763027263294234624,BRADESCO,0
762996977642659840,BRADESCO,0
758784330844008449,BRADESCO,0
753937285817720832,BRADESCO,0
749981279534387200,BRADESCO,1
745262624611393536,BRADESCO,0
741404786248065025,BRADESCO,1
735153665959415808,BRADESCO,0
718159089948356609,BRADESCO,0
715561252878172160,BRADESCO,0
712677920184119296,BRADESCO,0
711922937423663105,BRADESCO,0
710867153499594752,BRADESCO,0
710126094385586176,BRADESCO,0
703331369187987456,BRADESCO,0
700704058798120961,BRADESCO,0
700379595502194689,BRADESCO,0
700000610423332864,BRADESCO,0
697487823520268288,BRADESCO,0
695608061281570817,BRADESCO,0
695321320607866880,BRADESCO,0
695215311700824064,BRADESCO,0
"6,92815E+17",BRADESCO,1
692799745035767810,BRADESCO,0
686548340918628352,BRADESCO,0
679277793675472898,BRADESCO,0
669123379891433472,BRADESCO,0
666594229204983808,BRADESCO,0
666315218184757248,BRADESCO,0
1126986661643079681,BRADESCO,-1
1125407542648156162,BRADESCO,1
1121375919074103296,BRADESCO,1
1110880517413658629,BRADESCO,0
1091018271208427521,BRADESCO,1
1087840747167076355,BRADESCO,0
1084782182252523521,BRADESCO,1
1069939382365368320,BRADESCO,0
1057992616367869952,BRADESCO,1
960599898382102528,BRADESCO,0
937716433584381954,BRADESCO,0
1125486852318875648,BRADESCO,-1
1121482282093699072,BRADESCO,1
1097473878585163777,BRADESCO,1
1093140060160094209,BRADESCO,1
1091077575210946561,BRADESCO,1
1090972900163796992,BRADESCO,1
1090923138957881344,BRADESCO,1
1085945500912795648,BRADESCO,1
1125440736059695105,BRADESCO,0
1090922961966694402,BRADESCO,1
1085856456405147648,BRADESCO,0
1084854176612405248,BRADESCO,0
1091089571654389760,BRADESCO,1
1091044755226722304,BRADESCO,1
1090948946548133888,BRADESCO,1
1062734006473711616,BRADESCO,0
1126425661588033537,BRADESCO,0
1118481937415507968,BRADESCO,1
1114855857932656641,BRADESCO,0
1113767223057895424,BRADESCO,0
1108742738239983617,BRADESCO,1
1074253549679321088,BRADESCO,1
1073509823092805632,BRADESCO,1
1071758637260046336,BRADESCO,1
1070276331663970304,BRADESCO,1
1060830042375249920,BRADESCO,1
1054739070356803584,BRADESCO,0
1054029603788988418,BRADESCO,1
1047856676177661952,BRADESCO,1
1035501261204930566,BRADESCO,1
1010858732878749696,BRADESCO,1
1009404618273632256,BRADESCO,1
1005027357189648384,BRADESCO,0
991623232305364992,BRADESCO,1
989471392289775616,BRADESCO,1
986907746229420032,BRADESCO,1
982241487617327104,BRADESCO,1
978586757284417541,BRADESCO,1
964442682696388608,BRADESCO,1
958640761624584193,BRADESCO,0
953571118123769857,BRADESCO,0
950680653510701056,BRADESCO,1
947415242249854976,BRADESCO,0
944205072652783616,BRADESCO,1
938351064763518976,BRADESCO,1
938029562348408832,BRADESCO,-1
923509048598777856,BRADESCO,0
912636909956091905,BRADESCO,0
908661707131752448,BRADESCO,0
903571109081165825,BRADESCO,0
893067081125703680,BRADESCO,0
876517461784506368,BRADESCO,1
872420281020628992,BRADESCO,1
867421880046714880,BRADESCO,1
864428623645822976,BRADESCO,0
864136093981184005,BRADESCO,0
859812329575383040,BRADESCO,0
857602665429291008,BRADESCO,0
