tweet_id,company,polaridade
1111257220157718528,ELETROBRAS,1
1031959958257131520,ELETROBRAS,0
1128306962314289153,ELETROBRAS,1
1128268253074198528,ELETROBRAS,1
1124249003397406720,ELETROBRAS,1
1116405955321843712,ELETROBRAS,1
1113817950337806339,ELETROBRAS,1
692075008458412034,ELETROBRAS,1
1128273898896855040,ELETROBRAS,1
1111241664474034178,ELETROBRAS,1
1002606200616206338,ELETROBRAS,0
1128301128486129664,ELETROBRAS,1
1128271830408626178,ELETROBRAS,1
1117791045734096896,ELETROBRAS,1
1115616925923540992,ELETROBRAS,-1
1113814675249082368,ELETROBRAS,1
1111287244575379458,ELETROBRAS,1
1111264700304642048,ELETROBRAS,1
1108384969360068609,ELETROBRAS,-1
1104010369264222209,ELETROBRAS,-1
1097854760877809665,ELETROBRAS,-1
1096048285108895744,ELETROBRAS,1
1093916216870256646,ELETROBRAS,-1
1088429139735035904,ELETROBRAS,1
1088058449471115267,ELETROBRAS,1
1088019775845007360,ELETROBRAS,0
1086243564835749888,ELETROBRAS,1
1082687126171455488,ELETROBRAS,1
1080813407744520192,ELETROBRAS,1
1080472549337763841,ELETROBRAS,1
1120347813550989320,ELETROBRAS,0
1114141652216627200,ELETROBRAS,0
1111314667614470144,ELETROBRAS,1
1111293170279698432,ELETROBRAS,1
1108119677249773569,ELETROBRAS,1
1088103327529865217,ELETROBRAS,0
1013441743851806720,ELETROBRAS,1
938351390908469248,ELETROBRAS,1
935825269381791744,ELETROBRAS,0
867073777410203648,ELETROBRAS,0
