tweet_id,company,polaridade
1121531454402564096,FLEURY,1
934028991790505984,FLEURY,0
908775053948522500,FLEURY,1
868172464324579328,FLEURY,0
859815001217003520,FLEURY,0
856553523860967424,FLEURY,0
840298840896987136,FLEURY,0
840205442135543808,FLEURY,1
807299040350261248,FLEURY,0
758014299084292100,FLEURY,0
751461064739467264,FLEURY,0
705792550263758852,FLEURY,0
705762581751971840,FLEURY,1
677843379275845632,FLEURY,0
677126261509111809,FLEURY,0
676787625429213185,FLEURY,0
676401490844626944,FLEURY,0
675336941571858432,FLEURY,0
674951953873510401,FLEURY,0
1103658652030943232,FLEURY,-1
1078596583426543616,FLEURY,1
930754452029571073,FLEURY,1
