tweet_id,company,polaridade
1111412573172228098,JBS,1
1070021187428904961,JBS,-1
1047905178635186176,JBS,-1
1128593590261813248,JBS,1
1128267565653008385,JBS,1
1124248409848856576,JBS,1
1122145478911635459,JBS,1
1121494001700495360,JBS,0
1121002803445600258,JBS,0
1113096823495909376,JBS,-1
964173748747325441,JBS,1
940234962363650049,JBS,0
938037897726480385,JBS,0
935946802205003776,JBS,0
933666739480616960,JBS,0
927959086221717505,JBS,0
907665455514517504,JBS,0
902244762899623936,JBS,0
900450116116631553,JBS,1
900418666805825536,JBS,0
897503331634917376,JBS,0
895344070977097731,JBS,0
893200095101030400,JBS,0
890587974886445056,JBS,0
890293306109939713,JBS,0
889863235628933120,JBS,0
887296286159982592,JBS,0
885922221335732224,JBS,0
880803501655425024,JBS,0
877300234472345600,JBS,0
872181445506342917,JBS,0
870671545680711680,JBS,0
857670870420074496,JBS,0
855164315258822656,JBS,0
851495170109583360,JBS,0
846467025136439296,JBS,0
835210286911078400,JBS,0
831948809051729920,JBS,0
830144501477933056,JBS,0
824965303901777920,JBS,0
819190921120124930,JBS,0
806468401350737920,JBS,0
801802763973853186,JBS,0
778308226756538369,JBS,0
776465934794055681,JBS,0
776120919123173376,JBS,0
768463082515492864,JBS,0
745995026723909632,JBS,0
740952921379082240,JBS,0
715622350482501632,JBS,0
712274324510613504,JBS,0
699941478869704704,JBS,0
695668577186222080,JBS,0
672400072261398528,JBS,0
667024956207796224,JBS,0
665207601366482944,JBS,1
1128248681839452160,JBS,1
1126078163619143680,JBS,1
1111609090101428224,JBS,1
1070347061936017408,JBS,0
1014662643032838144,JBS,1
1000118181414006784,JBS,-1
997252091650433025,JBS,-1
930218553806131205,JBS,1
1128295607041495041,JBS,1
1128118696747196417,JBS,1
1113087796418359296,JBS,-1
1111624649065066496,JBS,-1
1103338349530619904,JBS,-1
1090992154397327360,JBS,1
1080887470970073093,JBS,1
1117769799659151360,JBS,1
1083794608012709888,JBS,1
1064517336621875200,JBS,1
1052551320438099969,JBS,1
1031190923777138688,JBS,1
1030103331476303873,JBS,-1
923144699245887488,JBS,0
918821286507315200,JBS,-1
917708740819857409,JBS,0
910096852602753024,JBS,0
909377292975198215,JBS,0
908661946051899392,JBS,0
902484907582251008,JBS,0
900680620422123520,JBS,0
900311134959525888,JBS,0
890162588709007360,JBS,0
887322188650565632,JBS,-1
884070577643941892,JBS,0
880527550673539072,JBS,0
875725848019599364,JBS,0
870230138826485760,JBS,1
